BAS ID,GEOID for TIGERweb,Name,MTDB Expanded Lsad,Tribe Name,State FIPS,State Abbreviation,County FIPS,County Name,ANSI Code
49902313495,3495,Santa Clara Pueblo,Pueblo,"Pueblo of Santa Clara, New Mexico",35,NM,043,Sandoval,00937196
49902313495,3495,Santa Clara Pueblo,Pueblo,"Pueblo of Santa Clara, New Mexico",35,NM,039,Rio Arriba,00937196
49902373585,3585,Santo Domingo Pueblo,Pueblo,"Kewa Pueblo, New Mexico",35,NM,043,Sandoval,00937201
49902373585,3585,Santo Domingo Pueblo,Pueblo,"Kewa Pueblo, New Mexico",35,NM,049,Santa Fe,00937201
49902674140,4140,Taos Pueblo,Pueblo,"Pueblo of Taos, New Mexico",35,NM,055,Taos,01934342
49902684170,4170,Tesuque Pueblo,Pueblo,"Pueblo of Tesuque, New Mexico",35,NM,049,Santa Fe,00937203
49902994755,4755,Ysleta Del Sur Pueblo,Pueblo,Ysleta del Sur Pueblo,48,TX,141,El Paso,02419529
49903014770,4770,Zia Pueblo,Pueblo,"Pueblo of Zia, New Mexico",35,NM,043,Sandoval,01934347
49900450680,0680,Pueblo de Cochiti,Pueblo de,"Pueblo of Cochiti, New Mexico",35,NM,049,Santa Fe,00937176
49900450680,0680,Pueblo de Cochiti,Pueblo de,"Pueblo of Cochiti, New Mexico",35,NM,043,Sandoval,00937176
49901942990,2990,Pueblo of Pojoaque,Pueblo of,"Pueblo of Pojoaque, New Mexico",35,NM,049,Santa Fe,00937193
49900300440,0440,Campbell Ranch,Ranch,Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch,32,NV,019,Lyon,00848690
49900140200,0200,Berry Creek Rancheria,Rancheria,Berry Creek Rancheria of Maidu Indians of California,06,CA,007,Butte,00256849
49900150215,0215,Big Bend Rancheria,Rancheria,"Pit River Tribe, California",06,CA,089,Shasta,00256889
49900151955,1955,Likely Rancheria,Rancheria,"Pit River Tribe, California",06,CA,049,Modoc,00276402
49900151980,1980,Lookout Rancheria,Rancheria,"Pit River Tribe, California",06,CA,049,Modoc,00227643
49900152330,2330,Montgomery Creek Rancheria,Rancheria,"Pit River Tribe, California",06,CA,089,Shasta,00263771
49900153185,3185,Roaring Creek Rancheria,Rancheria,"Pit River Tribe, California",06,CA,089,Shasta,00265444
49900154680,4680,XL Ranch Rancheria,Rancheria,"Pit River Tribe, California",06,CA,049,Modoc,00252581
49900170240,0240,Big Lagoon Rancheria,Rancheria,"Big Lagoon Rancheria, California",06,CA,023,Humboldt,00219211
49900190265,0265,Big Sandy Rancheria,Rancheria,Big Sandy Rancheria of Mono Indians,06,CA,019,Fresno,01667416
49900200275,0275,Big Valley Rancheria,Rancheria,Big Valley Band of Pomo Indians of the Big Valley Rancheria,06,CA,033,Lake,00219277
49900230325,0325,Blue Lake Rancheria,Rancheria,"Blue Lake Rancheria, California",06,CA,023,Humboldt,02419316
49900360555,0555,Cedarville Rancheria,Rancheria,"Cedarville Rancheria, California",06,CA,049,Modoc,00220808
49900430620,0620,Chicken Ranch Rancheria,Rancheria,Chicken Ranch Rancheria of Me-Wuk Indians of California,06,CA,109,Tuolumne,02419337
49900480720,0720,Cold Springs Rancheria,Rancheria,Cold Springs Rancheria of Mono Indians of California,06,CA,019,Fresno,00276284
49900500750,0750,Colusa Rancheria,Rancheria,Cachil DeHe Band of Wintun Indians of the Colusa Indian Community of the Colusa Rancheria,06,CA,011,Colusa,02418877
49900620955,0955,Dry Creek Rancheria,Rancheria,"Dry Creek Rancheria Band of Pomo Indians, California",06,CA,097,Sonoma,00222639
49900671010,1010,Elk Valley Rancheria,Rancheria,"Elk Valley Rancheria, California",06,CA,015,Del Norte,01657318
49900691055,1055,Enterprise Rancheria,Rancheria,Enterprise Rancheria of Maidu Indians of California,06,CA,115,Yuba,00259950
49900691055,1055,Enterprise Rancheria,Rancheria,Enterprise Rancheria of Maidu Indians of California,06,CA,007,Butte,00259950
49900852075,2075,Lytton Rancheria,Rancheria,Lytton Rancheria of California,06,CA,013,Contra Costa,00227877
49900921380,1380,Greenville Rancheria,Rancheria,Greenville Rancheria,06,CA,063,Plumas,01666180
49900941400,1400,Guidiville Rancheria,Rancheria,Guidiville Rancheria of California,06,CA,045,Mendocino,00224709
49901011515,1515,Hopland Rancheria,Rancheria,"Hopland Band of Pomo Indians, California",06,CA,045,Mendocino,00225577
49901011515,1515,Hopland Rancheria,Rancheria,"Hopland Band of Pomo Indians, California",06,CA,033,Lake,00225577
49901101640,1640,Jackson Rancheria,Rancheria,Jackson Band of Miwuk Indians,06,CA,005,Amador,00226085
49901311925,1925,Laytonville Rancheria,Rancheria,Cahto Tribe of the Laytonville Rancheria,06,CA,045,Mendocino,00226975
49901432100,2100,Manchester-Point Arena Rancheria,Rancheria,Manchester Band of Pomo Indians of the Manchester Rancheri,06,CA,045,Mendocino,01985200
49901512255,2255,Middletown Rancheria,Rancheria,Middletown Rancheria of Pomo Indians of California,06,CA,033,Lake,00228627
49901562340,2340,Mooretown Rancheria,Rancheria,Mooretown Rancheria of Maidu Indians of California,06,CA,007,Butte,02419023
49901662495,2495,North Fork Rancheria,Rancheria,Northfork Rancheria of Mono Indians of California,06,CA,039,Madera,02419036
49901892775,2775,Picayune Rancheria,Rancheria,Picayune Rancheria of Chukchansi Indians of California,06,CA,039,Madera,01670201
49901922820,2820,Pinoleville Rancheria,Rancheria,"Pinoleville Pomo Nation, California",06,CA,045,Mendocino,00230747
49902063095,3095,Redding Rancheria,Rancheria,"Redding Rancheria, California",06,CA,089,Shasta,01682404
49902083115,3115,Redwood Valley Rancheria,Rancheria,Redwood Valley Rancheria of Pomo Indians,06,CA,045,Mendocino,00231455
49902103145,3145,Resighini Rancheria,Rancheria,"Resighini Rancheria, California",06,CA,015,Del Norte,01657342
49902123195,3195,Robinson Rancheria,Rancheria,Robinson Rancheria,06,CA,033,Lake,00234577
49902323520,3520,Santa Rosa Rancheria,Rancheria,Santa Rosa Indian Community of the Santa Rosa Rancheria,06,CA,031,Kings,00247949
49902413735,3735,Sherwood Valley Rancheria,Rancheria,Sherwood Valley Rancheria of Pomo Indians of California,06,CA,045,Mendocino,00232986
49902423750,3750,Shingle Springs Rancheria,Rancheria,"Shingle Springs Band of Miwok Indians, Shingle Springs Rancheria (Verona Tract)",06,CA,017,El Dorado,00233021
49902473855,3855,Smith River Rancheria,Rancheria,Tolowa Dee-ni' Nation,06,CA,015,Del Norte,00274833
49902573985,3985,Stewarts Point Rancheria,Rancheria,Kashia Band of Pomo Indians of the Stewarts Point Rancheria,06,CA,097,Sonoma,00235473
49902604030,4030,Sulphur Bank Rancheria,Rancheria,Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria,06,CA,033,Lake,00267889
49902664110,4110,Table Mountain Rancheria,Rancheria,Table Mountain Rancheria of California,06,CA,019,Fresno,02419484
49902734275,4275,Trinidad Rancheria,Rancheria,Cher-Ae Heights Indian Community of the Trinidad Rancheria,06,CA,023,Humboldt,00268407
49902774330,4330,Tuolumne Rancheria,Rancheria,Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria,06,CA,109,Tuolumne,00236635
49902824430,4430,Upper Lake Rancheria,Rancheria,"Habematolel Pomo of Upper Lake, California",06,CA,033,Lake,01654496
49906570120,0120,Auburn Rancheria,Rancheria,United Auburn Indian Community,06,CA,061,Placer,00218454
49906592685,2685,Paskenta Rancheria,Rancheria,Paskenta Band of Nomlaki Indians of California,06,CA,103,Tehama,02419050
49900030050,0050,Alabama-Coushatta Reservation,Reservation,Alabama-Coushatta Tribe of Texas,48,TX,373,Polk,01350923
49900040080,0080,Allegany Reservation,Reservation,Seneca Nation of Indians,36,NY,009,Cattaraugus,00978667
49900040540,0540,Cattaraugus Reservation,Reservation,Seneca Nation of Indians,36,NY,013,Chautauqua,00978804
49900040540,0540,Cattaraugus Reservation,Reservation,Seneca Nation of Indians,36,NY,029,Erie,00978804
49900040540,0540,Cattaraugus Reservation,Reservation,Seneca Nation of Indians,36,NY,009,Cattaraugus,00978804
49900042535,2535,Oil Springs Reservation,Reservation,Seneca Nation of Indians,36,NY,009,Cattaraugus,00979303
49900042535,2535,Oil Springs Reservation,Reservation,Seneca Nation of Indians,36,NY,003,Allegany,00979303
49900070125,0125,Augustine Reservation,Reservation,"Augustine Band of Cahuilla Indians, California",06,CA,065,Riverside,00238830
49900080140,0140,Bad River Reservation,Reservation,Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation,55,WI,003,Ashland,01577209
49900080140,0140,Bad River Reservation,Reservation,Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation,55,WI,051,Iron,01577209
49900090155,0155,Barona Reservation,Reservation,Capitan Grande Band of Diegueno Mission Indians: Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation,06,CA,073,San Diego,00255962
49900090495,0495,Capitan Grande Reservation,Reservation,Capitan Grande Band of Diegueno Mission Indians: Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation,06,CA,073,San Diego,00240225
49900110165,0165,Battle Mountain Reservation,Reservation,Te-Moak Tribe of Western Shoshone Indians (Battle Mountain Band),32,NV,015,Lander,00838653
49900120170,0170,Bay Mills Reservation,Reservation,"Bay Mills Indian Community, Michigan",26,MI,033,Chippewa,01622234
49900130185,0185,Benton Paiute Reservation,Reservation,Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation,06,CA,051,Mono,02419307
49900160225,0225,Big Cypress Reservation,Reservation,Seminole Tribe of Florida,12,FL,011,Broward,01934321
49900160225,0225,Big Cypress Reservation,Reservation,Seminole Tribe of Florida,12,FL,051,Hendry,01934321
49900160360,0360,Brighton Reservation,Reservation,Seminole Tribe of Florida,12,FL,043,Glades,00300151
49900161260,1260,Fort Pierce Reservation,Reservation,Seminole Tribe of Florida,12,FL,111,St. Lucie,02418940
49900161475,1475,Hollywood Reservation,Reservation,Seminole Tribe of Florida,12,FL,011,Broward,00284183
49900161555,1555,Immokalee Reservation,Reservation,Seminole Tribe of Florida,12,FL,021,Collier,02418972
49900164130,4130,Tampa Reservation,Reservation,Seminole Tribe of Florida,12,FL,057,Hillsborough,02419488
49900180250,0250,Big Pine Reservation,Reservation,Big Pine Band of Owens Valley,06,CA,027,Inyo,00256983
49900210290,0290,Bishop Reservation,Reservation,Bishop Paiute Tribe,06,CA,027,Inyo,00264455
49900250335,0335,Bois Forte Reservation,Reservation,Minnesota Chippewa Tribe (Bois Forte Band (Nett Lake)),27,MN,071,Koochiching,02105053
49900250335,0335,Bois Forte Reservation,Reservation,Minnesota Chippewa Tribe (Bois Forte Band (Nett Lake)),27,MN,061,Itasca,02105053
49900250335,0335,Bois Forte Reservation,Reservation,Minnesota Chippewa Tribe (Bois Forte Band (Nett Lake)),27,MN,137,St. Louis,02105053
49900260350,0350,Bridgeport Reservation,Reservation,Bridgeport Indian Colony,06,CA,051,Mono,02419320
49900280415,0415,Cabazon Reservation,Reservation,"Cabazon Band of Mission Indians, California",06,CA,065,Riverside,01985192
49900290435,0435,Cahuilla Reservation,Reservation,Cahuilla Band of Indians,06,CA,065,Riverside,00270144
49900320495,0495,Capitan Grande Reservation,Reservation,Capitan Grande Band of Diegueno Mission Indians: Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation,06,CA,073,San Diego,00240225
49900324500,4500,Viejas Reservation,Reservation,Capitan Grande Band of Diegueno Mission Indians: Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation,06,CA,073,San Diego,00251037
49900350525,0525,Catawba Reservation,Reservation,Catawba Indian Nation,45,SC,091,York,01233634
49900374405,4405,Umatilla Reservation,Reservation,Confederated Tribes of the Umatilla Indian Reservation,53,WA,071,Walla Walla,01159100
49900374405,4405,Umatilla Reservation,Reservation,Confederated Tribes of the Umatilla Indian Reservation,41,OR,059,Umatilla,01159100
49900374405,4405,Umatilla Reservation,Reservation,Confederated Tribes of the Umatilla Indian Reservation,41,OR,061,Union,01159100
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,065,Wasco,01133438
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,055,Sherman,01133438
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,031,Jefferson,01133438
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,005,Clackamas,01133438
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,027,Hood River,01133438
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,047,Marion,01133438
49900384545,4545,Warm Springs Reservation,Reservation,Confederated Tribes of the Warm Springs Reservation of Orego,41,OR,021,Gilliam,01133438
49900394690,4690,Yakama Nation Reservation,Reservation,Confederated Tribes and Bands of the Yakama Nation,53,WA,041,Lewis,01502906
49900394690,4690,Yakama Nation Reservation,Reservation,Confederated Tribes and Bands of the Yakama Nation,53,WA,077,Yakima,01502906
49900394690,4690,Yakama Nation Reservation,Reservation,Confederated Tribes and Bands of the Yakama Nation,53,WA,039,Klickitat,01502906
49900400575,0575,Chehalis Reservation,Reservation,Confederated Tribes of the Chehalis Reservation,53,WA,041,Lewis,01503930
49900400575,0575,Chehalis Reservation,Reservation,Confederated Tribes of the Chehalis Reservation,53,WA,027,Grays Harbor,01503930
49900400575,0575,Chehalis Reservation,Reservation,Confederated Tribes of the Chehalis Reservation,53,WA,067,Thurston,01503930
49900410585,0585,Chemehuevi Reservation,Reservation,Chemehuevi Indian Tribe of the Chemehuevi Reservation,06,CA,071,San Bernardino,00255956
49900420605,0605,Cheyenne River Reservation,Reservation,Cheyenne River Sioux Tribe of the Cheyenne River Reservation,46,SD,117,Stanley,01267254
49900420605,0605,Cheyenne River Reservation,Reservation,Cheyenne River Sioux Tribe of the Cheyenne River Reservation,46,SD,119,Sully,01267254
49900420605,0605,Cheyenne River Reservation,Reservation,Cheyenne River Sioux Tribe of the Cheyenne River Reservation,46,SD,055,Haakon,01267254
49900420605,0605,Cheyenne River Reservation,Reservation,Cheyenne River Sioux Tribe of the Cheyenne River Reservation,46,SD,093,Meade,01267254
49900420605,0605,Cheyenne River Reservation,Reservation,Cheyenne River Sioux Tribe of the Cheyenne River Reservation,46,SD,041,Dewey,01267254
49900420605,0605,Cheyenne River Reservation,Reservation,Cheyenne River Sioux Tribe of the Cheyenne River Reservation,46,SD,137,Ziebach,01267254
49900440635,0635,Chitimacha Reservation,Reservation,Chitimacha Tribe of Louisiana,22,LA,101,St. Mary,02419340
49900460695,0695,Cocopah Reservation,Reservation,Cocopah Tribe of Arizona,04,AZ,027,Yuma,00003089
49900470705,0705,Coeur d'Alene Reservation,Reservation,Coeur D'Alene Tribe,16,ID,055,Kootenai,00395231
49900470705,0705,Coeur d'Alene Reservation,Reservation,Coeur D'Alene Tribe,16,ID,009,Benewah,00395231
49900510760,0760,Colville Reservation,Reservation,Confederated Tribes of the Colville Reservation,53,WA,019,Ferry,01529464
49900510760,0760,Colville Reservation,Reservation,Confederated Tribes of the Colville Reservation,53,WA,007,Chelan,01529464
49900510760,0760,Colville Reservation,Reservation,Confederated Tribes of the Colville Reservation,53,WA,047,Okanogan,01529464
49900520770,0770,"Coos, Lower Umpqua, and Siuslaw Reservation",Reservation,"Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians",41,OR,015,Curry,02418879
49900520770,0770,"Coos, Lower Umpqua, and Siuslaw Reservation",Reservation,"Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians",41,OR,039,Lane,02418879
49900520770,0770,"Coos, Lower Umpqua, and Siuslaw Reservation",Reservation,"Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians",41,OR,011,Coos,02418879
49900530775,0775,Coquille Reservation,Reservation,Coquille Indian Tribe,41,OR,011,Coos,02418881
49900550795,0795,Coushatta Reservation,Reservation,Coushatta Tribe of Louisiana,22,LA,003,Allen,00545438
49900560815,0815,Cow Creek Reservation,Reservation,Cow Creek Band of Umpqua Tribe of Indians,41,OR,019,Douglas,02418898
49900570825,0825,Coyote Valley Reservation,Reservation,Coyote Valley Band of Pomo Indians of California,06,CA,045,Mendocino,01985199
49900580845,0845,Crow Reservation,Reservation,Crow Tribe of Montana,30,MT,103,Treasure,00806896
49900580845,0845,Crow Reservation,Reservation,Crow Tribe of Montana,30,MT,111,Yellowstone,00806896
49900580845,0845,Crow Reservation,Reservation,Crow Tribe of Montana,30,MT,003,Big Horn,00806896
49900590855,0855,Crow Creek Reservation,Reservation,Crow Creek Sioux Tribe of the Crow Creek Reservation,46,SD,065,Hughes,01267067
49900590855,0855,Crow Creek Reservation,Reservation,Crow Creek Sioux Tribe of the Crow Creek Reservation,46,SD,017,Buffalo,01267067
49900590855,0855,Crow Creek Reservation,Reservation,Crow Creek Sioux Tribe of the Crow Creek Reservation,46,SD,069,Hyde,01267067
49900601065,1065,Ewiiaapaayp Reservation,Reservation,"Ewiiaapaayp Band of Kumeyaay Indians, California",06,CA,073,San Diego,00241187
49900630965,0965,Duck Valley Reservation,Reservation,Shoshone-Paiute Tribes of the Duck Valley Reservation,32,NV,007,Elko,00858264
49900630965,0965,Duck Valley Reservation,Reservation,Shoshone-Paiute Tribes of the Duck Valley Reservation,16,ID,073,Owyhee,00858264
49900640975,0975,Duckwater Reservation,Reservation,Duckwater Shoshone Tribe of the Duckwater Reservation,32,NV,023,Nye,00845441
49900650990,0990,Eastern Cherokee Reservation,Reservation,Eastern Band of Cherokee Indians,37,NC,099,Jackson,01018039
49900650990,0990,Eastern Cherokee Reservation,Reservation,Eastern Band of Cherokee Indians,37,NC,087,Haywood,01018039
49900650990,0990,Eastern Cherokee Reservation,Reservation,Eastern Band of Cherokee Indians,37,NC,075,Graham,01018039
49900650990,0990,Eastern Cherokee Reservation,Reservation,Eastern Band of Cherokee Indians,37,NC,039,Cherokee,01018039
49900650990,0990,Eastern Cherokee Reservation,Reservation,Eastern Band of Cherokee Indians,37,NC,173,Swain,01018039
49900681040,1040,Ely Reservation,Reservation,Ely Shoshone Tribe of Nevada,32,NV,033,White Pine,00859672
49900701075,1075,Fallon Paiute-Shoshone Reservation,Reservation,Paiute-Shoshone Tribe of the Fallon Reservation and Colony,32,NV,001,Churchill,00840414
49900711100,1100,Flandreau Reservation,Reservation,Flandreau Santee Sioux Tribe of South Dakota,46,SD,101,Moody,02418935
49900721110,1110,Flathead Reservation,Reservation,Confederated Salish & Kootenai Tribes of the Flathead Reservation,30,MT,047,Lake,00806894
49900721110,1110,Flathead Reservation,Reservation,Confederated Salish & Kootenai Tribes of the Flathead Reservation,30,MT,029,Flathead,00806894
49900721110,1110,Flathead Reservation,Reservation,Confederated Salish & Kootenai Tribes of the Flathead Reservation,30,MT,063,Missoula,00806894
49900721110,1110,Flathead Reservation,Reservation,Confederated Salish & Kootenai Tribes of the Flathead Reservation,30,MT,089,Sanders,00806894
49900731125,1125,Fond du Lac Reservation,Reservation,"Minnesota Chippewa Tribe, Minnesota (Fond du Lac Band)",27,MN,137,St. Louis,00654521
49900731125,1125,Fond du Lac Reservation,Reservation,"Minnesota Chippewa Tribe, Minnesota (Fond du Lac Band)",27,MN,017,Carlton,00654521
49900731125,1125,Fond du Lac Reservation,Reservation,"Minnesota Chippewa Tribe, Minnesota (Fond du Lac Band)",55,WI,031,Douglas,00654521
49900751140,1140,Fort Apache Reservation,Reservation,White Mountain Apache Tribe of the Fort Apache Reservation,04,AZ,007,Gila,00004741
49900751140,1140,Fort Apache Reservation,Reservation,White Mountain Apache Tribe of the Fort Apache Reservation,04,AZ,001,Apache,00004741
49900751140,1140,Fort Apache Reservation,Reservation,White Mountain Apache Tribe of the Fort Apache Reservation,04,AZ,017,Navajo,00004741
49900761150,1150,Fort Belknap Reservation,Reservation,Fort Belknap Indian Community of the Fort Belknap Reservation,30,MT,005,Blaine,00767938
49900761150,1150,Fort Belknap Reservation,Reservation,Fort Belknap Indian Community of the Fort Belknap Reservation,30,MT,071,Phillips,00767938
49900771160,1160,Fort Berthold Reservation,Reservation,Three Affiliated Tribes of the Fort Berthold Reservation,38,ND,061,Mountrail,01934325
49900771160,1160,Fort Berthold Reservation,Reservation,Three Affiliated Tribes of the Fort Berthold Reservation,38,ND,053,McKenzie,01934325
49900771160,1160,Fort Berthold Reservation,Reservation,Three Affiliated Tribes of the Fort Berthold Reservation,38,ND,057,Mercer,01934325
49900771160,1160,Fort Berthold Reservation,Reservation,Three Affiliated Tribes of the Fort Berthold Reservation,38,ND,101,Ward,01934325
49900771160,1160,Fort Berthold Reservation,Reservation,Three Affiliated Tribes of the Fort Berthold Reservation,38,ND,025,Dunn,01934325
49900771160,1160,Fort Berthold Reservation,Reservation,Three Affiliated Tribes of the Fort Berthold Reservation,38,ND,055,McLean,01934325
49900781170,1170,Fort Bidwell Reservation,Reservation,Fort Bidwell Indian Community of the Fort Bidwell Reservation,06,CA,049,Modoc,00260275
49900791185,1185,Fort Hall Reservation,Reservation,Shoshone-Bannock Tribes of the Fort Hall Reservation,16,ID,029,Caribou,00399059
49900791185,1185,Fort Hall Reservation,Reservation,Shoshone-Bannock Tribes of the Fort Hall Reservation,16,ID,011,Bingham,00399059
49900791185,1185,Fort Hall Reservation,Reservation,Shoshone-Bannock Tribes of the Fort Hall Reservation,16,ID,077,Power,00399059
49900791185,1185,Fort Hall Reservation,Reservation,Shoshone-Bannock Tribes of the Fort Hall Reservation,16,ID,005,Bannock,00399059
49900801195,1195,Fort Independence Reservation,Reservation,Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation,06,CA,027,Inyo,00260277
49900821220,1220,Fort McDowell Yavapai Nation Reservation,Reservation,"Fort McDowell Yavapai Nation, Arizona",04,AZ,013,Maricopa,00036978
49900831235,1235,Fort Mojave Reservation,Reservation,"Fort Mojave Indian Tribe of Arizona, California & Nevada",32,NV,003,Clark,00024003
49900831235,1235,Fort Mojave Reservation,Reservation,"Fort Mojave Indian Tribe of Arizona, California & Nevada",06,CA,071,San Bernardino,00024003
49900831235,1235,Fort Mojave Reservation,Reservation,"Fort Mojave Indian Tribe of Arizona, California & Nevada",04,AZ,015,Mohave,00024003
49900881340,1340,Goshute Reservation,Reservation,Confederated Tribes of the Goshute Reservation,49,UT,045,Tooele,01455300
49900881340,1340,Goshute Reservation,Reservation,Confederated Tribes of the Goshute Reservation,32,NV,033,White Pine,01455300
49900881340,1340,Goshute Reservation,Reservation,Confederated Tribes of the Goshute Reservation,49,UT,023,Juab,01455300
49900891355,1355,Grand Portage Reservation,Reservation,"Minnesota Chippewa Tribe, Minnesota (Grand Portage Band)",27,MN,031,Cook,00654523
